schema_version,run_id,question_index,question,k,relevant_chunk_ids,retrieved_chunk_ids,hit_chunk_ids,missed_chunk_ids,dense_ranks,bm25_ranks,hybrid_scores,precision,recall,hit,reciprocal_rank,ndcg
1,eval_20260818T093112183351Z,3,Did the WHO review find any significant adverse effects of increased potassium intake on blood lipids or renal function in adults with unimpaired kidney function?,3,"[""potassium_intake_chunk_0017"",""potassium_intake_chunk_0050"",""potassium_intake_chunk_0051"",""potassium_intake_chunk_0076"",""potassium_intake_chunk_0077"",""potassium_intake_chunk_0081"",""potassium_intake_chunk_0173""]","[""potassium_intake_chunk_0049"",""potassium_intake_chunk_0051"",""potassium_intake_chunk_0039""]","[""potassium_intake_chunk_0051""]","[""potassium_intake_chunk_0017"",""potassium_intake_chunk_0050"",""potassium_intake_chunk_0076"",""potassium_intake_chunk_0077"",""potassium_intake_chunk_0081"",""potassium_intake_chunk_0173""]","[2,1,3]","[1,2,4]","[0.03252247488101534,0.03252247488101534,0.03149801587301587]",0.3333333333333333,0.14285714285714285,1.0,0.5,0.2960819109658652
1,eval_20260818T093112183351Z,3,Did the WHO review find any significant adverse effects of increased potassium intake on blood lipids or renal function in adults with unimpaired kidney function?,5,"[""potassium_intake_chunk_0017"",""potassium_intake_chunk_0050"",""potassium_intake_chunk_0051"",""potassium_intake_chunk_0076"",""potassium_intake_chunk_0077"",""potassium_intake_chunk_0081"",""potassium_intake_chunk_0173""]","[""potassium_intake_chunk_0049"",""potassium_intake_chunk_0051"",""potassium_intake_chunk_0039"",""potassium_intake_chunk_0204"",""potassium_intake_chunk_0017""]","[""potassium_intake_chunk_0051"",""potassium_intake_chunk_0017""]","[""potassium_intake_chunk_0050"",""potassium_intake_chunk_0076"",""potassium_intake_chunk_0077"",""potassium_intake_chunk_0081"",""potassium_intake_chunk_0173""]","[2,1,3,6,14]","[1,2,4,6,5]","[0.03252247488101534,0.03252247488101534,0.03149801587301587,0.030303030303030304,0.0288981288981289]",0.4,0.2857142857142857,1.0,0.5,0.34519134224686937
1,eval_20260818T093112183351Z,3,Did the WHO review find any significant adverse effects of increased potassium intake on blood lipids or renal function in adults with unimpaired kidney function?,10,"[""potassium_intake_chunk_0017"",""potassium_intake_chunk_0050"",""potassium_intake_chunk_0051"",""potassium_intake_chunk_0076"",""potassium_intake_chunk_0077"",""potassium_intake_chunk_0081"",""potassium_intake_chunk_0173""]","[""potassium_intake_chunk_0049"",""potassium_intake_chunk_0051"",""potassium_intake_chunk_0039"",""potassium_intake_chunk_0204"",""potassium_intake_chunk_0017"",""potassium_intake_chunk_0052"",""potassium_intake_chunk_0173"",""potassium_intake_chunk_0068"",""sodium_intake_for_adults_and_children_chunk_0069"",""potassium_intake_chunk_0081""]","[""potassium_intake_chunk_0051"",""potassium_intake_chunk_0017"",""potassium_intake_chunk_0173"",""potassium_intake_chunk_0081""]","[""potassium_intake_chunk_0050"",""potassium_intake_chunk_0076"",""potassium_intake_chunk_0077""]","[2,1,3,6,14,4,17,12,null,5]","[1,2,4,6,5,20,10,15,3,null]","[0.03252247488101534,0.03252247488101534,0.03149801587301587,0.030303030303030304,0.0288981288981289,0.028125,0.027272727272727275,0.027222222222222224,0.015873015873015872,0.015384615384615385]",0.4,0.5714285714285714,1.0,0.5,0.4508468617560003
1,eval_20260818T093112183351Z,4,What are the key population groups excluded from these general potassium intake recommendations?,3,"[""potassium_intake_chunk_0021"",""potassium_intake_chunk_0064""]","[""sodium_intake_for_adults_and_children_chunk_0019"",""sodium_intake_for_adults_and_children_chunk_0075"",""potassium_intake_chunk_0068""]",[],"[""potassium_intake_chunk_0021"",""potassium_intake_chunk_0064""]","[1,18,15]","[12,1,4]","[0.03028233151183971,0.02921395544346364,0.028958333333333336]",0.0,0.0,0.0,0.0,0.0
1,eval_20260818T093112183351Z,4,What are the key population groups excluded from these general potassium intake recommendations?,5,"[""potassium_intake_chunk_0021"",""potassium_intake_chunk_0064""]","[""sodium_intake_for_adults_and_children_chunk_0019"",""sodium_intake_for_adults_and_children_chunk_0075"",""potassium_intake_chunk_0068"",""potassium_intake_chunk_0025"",""potassium_intake_chunk_0064""]","[""potassium_intake_chunk_0064""]","[""potassium_intake_chunk_0021""]","[1,18,15,16,9]","[12,1,4,7,17]","[0.03028233151183971,0.02921395544346364,0.028958333333333336,0.028083267871170464,0.027479766610201392]",0.2,0.5,1.0,0.2,0.23719771276929622
1,eval_20260818T093112183351Z,4,What are the key population groups excluded from these general potassium intake recommendations?,10,"[""potassium_intake_chunk_0021"",""potassium_intake_chunk_0064""]","[""sodium_intake_for_adults_and_children_chunk_0019"",""sodium_intake_for_adults_and_children_chunk_0075"",""potassium_intake_chunk_0068"",""potassium_intake_chunk_0025"",""potassium_intake_chunk_0064"",""potassium_intake_chunk_0019"",""potassium_intake_chunk_0065"",""guideline_for_the_pharmacological_treatment_of_hypertension_in_adults_chunk_0029"",""potassium_intake_chunk_0002"",""potassium_intake_chunk_0069""]","[""potassium_intake_chunk_0064""]","[""potassium_intake_chunk_0021""]","[1,18,15,16,9,11,13,null,2,null]","[12,1,4,7,17,15,14,2,null,3]","[0.03028233151183971,0.02921395544346364,0.028958333333333336,0.028083267871170464,0.027479766610201392,0.027417840375586856,0.027212143650499815,0.016129032258064516,0.016129032258064516,0.015873015873015872]",0.1,0.5,1.0,0.2,0.23719771276929622
1,eval_20260818T093112183351Z,5,How does increased potassium intake interact with high dietary sodium consumption regarding blood pressure reduction?,3,"[""potassium_intake_chunk_0027"",""potassium_intake_chunk_0058"",""potassium_intake_chunk_0059""]","[""potassium_intake_chunk_0059"",""potassium_intake_chunk_0028"",""potassium_intake_chunk_0058""]","[""potassium_intake_chunk_0059"",""potassium_intake_chunk_0058""]","[""potassium_intake_chunk_0027""]","[1,4,2]","[4,2,6]","[0.032018442622950824,0.031754032258064516,0.03128054740957967]",0.6666666666666666,0.6666666666666666,1.0,1.0,0.7039180890341347
1,eval_20260818T093112183351Z,5,How does increased potassium intake interact with high dietary sodium consumption regarding blood pressure reduction?,5,"[""potassium_intake_chunk_0027"",""potassium_intake_chunk_0058"",""potassium_intake_chunk_0059""]","[""potassium_intake_chunk_0059"",""potassium_intake_chunk_0028"",""potassium_intake_chunk_0058"",""potassium_intake_chunk_0027"",""sodium_intake_for_adults_and_children_chunk_0027""]","[""potassium_intake_chunk_0059"",""potassium_intake_chunk_0058"",""potassium_intake_chunk_0027""]",[],"[1,4,2,5,9]","[4,2,6,3,1]","[0.032018442622950824,0.031754032258064516,0.03128054740957967,0.03125763125763126,0.030886196246139225]",0.6,1.0,1.0,1.0,0.9060254355346823
1,eval_20260818T093112183351Z,5,How does increased potassium intake interact with high dietary sodium consumption regarding blood pressure reduction?,10,"[""potassium_intake_chunk_0027"",""potassium_intake_chunk_0058"",""potassium_intake_chunk_0059""]","[""potassium_intake_chunk_0059"",""potassium_intake_chunk_0028"",""potassium_intake_chunk_0058"",""potassium_intake_chunk_0027"",""sodium_intake_for_adults_and_children_chunk_0027"",""potassium_intake_chunk_0026"",""potassium_intake_chunk_0014"",""potassium_intake_chunk_0017"",""potassium_intake_chunk_0061"",""potassium_intake_chunk_0080""]","[""potassium_intake_chunk_0059"",""potassium_intake_chunk_0058"",""potassium_intake_chunk_0027""]",[],"[1,4,2,5,9,3,13,6,8,14]","[4,2,6,3,1,12,8,16,15,11]","[0.032018442622950824,0.031754032258064516,0.03128054740957967,0.03125763125763126,0.030886196246139225,0.02976190476190476,0.028404512489927477,0.028309409888357256,0.02803921568627451,0.027598020555767037]",0.3,1.0,1.0,1.0,0.9060254355346823
1,eval_20260818T093112183351Z,6,What specific noncommunicable health conditions are associated with low potassium intake in the background section of the guideline?,3,"[""potassium_intake_chunk_0014""]","[""potassium_intake_chunk_0014"",""potassium_intake_chunk_0039"",""potassium_intake_chunk_0167""]","[""potassium_intake_chunk_0014""]",[],"[1,7,6]","[1,2,15]","[0.03278688524590164,0.031054405392392875,0.028484848484848488]",0.3333333333333333,1.0,1.0,1.0,1.0
1,eval_20260818T093112183351Z,6,What specific noncommunicable health conditions are associated with low potassium intake in the background section of the guideline?,5,"[""potassium_intake_chunk_0014""]","[""potassium_intake_chunk_0014"",""potassium_intake_chunk_0039"",""potassium_intake_chunk_0167"",""potassium_intake_chunk_0029"",""potassium_intake_chunk_0026""]","[""potassium_intake_chunk_0014""]",[],"[1,7,6,18,17]","[1,2,15,4,5]","[0.03278688524590164,0.031054405392392875,0.028484848484848488,0.02844551282051282,0.028371628371628373]",0.2,1.0,1.0,1.0,1.0
1,eval_20260818T093112183351Z,6,What specific noncommunicable health conditions are associated with low potassium intake in the background section of the guideline?,10,"[""potassium_intake_chunk_0014""]","[""potassium_intake_chunk_0014"",""potassium_intake_chunk_0039"",""potassium_intake_chunk_0167"",""potassium_intake_chunk_0029"",""potassium_intake_chunk_0026"",""potassium_intake_chunk_0070"",""potassium_intake_chunk_0074"",""potassium_intake_chunk_0084"",""potassium_intake_chunk_0021"",""potassium_intake_chunk_0002""]","[""potassium_intake_chunk_0014""]",[],"[1,7,6,18,17,11,14,12,2,3]","[1,2,15,4,5,11,14,18,null,null]","[0.03278688524590164,0.031054405392392875,0.028484848484848488,0.02844551282051282,0.028371628371628373,0.028169014084507043,0.02702702702702703,0.026709401709401708,0.016129032258064516,0.015873015873015872]",0.1,1.0,1.0,1.0,1.0
1,eval_20260818T093112183351Z,7,How does the WHO guideline define and differentiate a 'strong recommendation' from a 'conditional recommendation'?,3,"[""potassium_intake_chunk_0018"",""potassium_intake_chunk_0065"",""potassium_intake_chunk_0066""]","[""guideline_for_the_pharmacological_treatment_of_hypertension_in_adults_chunk_0044"",""potassium_intake_chunk_0066"",""sodium_intake_for_adults_and_children_chunk_0074""]","[""potassium_intake_chunk_0066""]","[""potassium_intake_chunk_0018"",""potassium_intake_chunk_0065""]","[1,2,3]","[10,9,15]","[0.030679156908665108,0.030621785881252923,0.029206349206349208]",0.3333333333333333,0.3333333333333333,1.0,0.5,0.2960819109658652
1,eval_20260818T093112183351Z,7,How does the WHO guideline define and differentiate a 'strong recommendation' from a 'conditional recommendation'?,5,"[""potassium_intake_chunk_0018"",""potassium_intake_chunk_0065"",""potassium_intake_chunk_0066""]","[""guideline_for_the_pharmacological_treatment_of_hypertension_in_adults_chunk_0044"",""potassium_intake_chunk_0066"",""sodium_intake_for_adults_and_children_chunk_0074"",""guideline_for_the_pharmacological_treatment_of_hypertension_in_adults_chunk_0020"",""guideline_for_the_pharmacological_treatment_of_hypertension_in_adults_chunk_0024""]","[""potassium_intake_chunk_0066""]","[""potassium_intake_chunk_0018"",""potassium_intake_chunk_0065""]","[1,2,3,16,13]","[10,9,15,4,13]","[0.030679156908665108,0.030621785881252923,0.029206349206349208,0.028782894736842105,0.0273972602739726]",0.2,0.3333333333333333,1.0,0.5,0.2960819109658652
1,eval_20260818T093112183351Z,7,How does the WHO guideline define and differentiate a 'strong recommendation' from a 'conditional recommendation'?,10,"[""potassium_intake_chunk_0018"",""potassium_intake_chunk_0065"",""potassium_intake_chunk_0066""]","[""guideline_for_the_pharmacological_treatment_of_hypertension_in_adults_chunk_0044"",""potassium_intake_chunk_0066"",""sodium_intake_for_adults_and_children_chunk_0074"",""guideline_for_the_pharmacological_treatment_of_hypertension_in_adults_chunk_0020"",""guideline_for_the_pharmacological_treatment_of_hypertension_in_adults_chunk_0024"",""guideline_for_the_pharmacological_treatment_of_hypertension_in_adults_chunk_0098"",""potassium_intake_chunk_0018"",""potassium_intake_chunk_0064"",""guideline_for_the_pharmacological_treatment_of_hypertension_in_adults_chunk_0091"",""potassium_intake_chunk_0036""]","[""potassium_intake_chunk_0066"",""potassium_intake_chunk_0018""]","[""potassium_intake_chunk_0065""]","[1,2,3,16,13,20,null,null,null,4]","[10,9,15,4,13,16,1,2,3,null]","[0.030679156908665108,0.030621785881252923,0.029206349206349208,0.028782894736842105,0.0273972602739726,0.025657894736842105,0.01639344262295082,0.016129032258064516,0.015873015873015872,0.015625]",0.2,0.6666666666666666,1.0,0.5,0.4525081529734507
1,eval_20260818T093112183351Z,8,"According to the document, what proportion of global deaths and overall disease burden are caused by major noncommunicable diseases (NCDs)?",3,"[""potassium_intake_chunk_0022""]","[""potassium_intake_chunk_0022"",""sodium_intake_for_adults_and_children_chunk_0023"",""potassium_intake_chunk_0014""]","[""potassium_intake_chunk_0022""]",[],"[1,2,3]","[2,1,3]","[0.03252247488101534,0.03252247488101534,0.031746031746031744]",0.3333333333333333,1.0,1.0,1.0,1.0
1,eval_20260818T093112183351Z,8,"According to the document, what proportion of global deaths and overall disease burden are caused by major noncommunicable diseases (NCDs)?",5,"[""potassium_intake_chunk_0022""]","[""potassium_intake_chunk_0022"",""sodium_intake_for_adults_and_children_chunk_0023"",""potassium_intake_chunk_0014"",""sodium_intake_for_adults_and_children_chunk_0014"",""sodium_intake_for_adults_and_children_chunk_0031""]","[""potassium_intake_chunk_0022""]",[],"[1,2,3,4,6]","[2,1,3,7,5]","[0.03252247488101534,0.03252247488101534,0.031746031746031744,0.03055037313432836,0.030536130536130537]",0.2,1.0,1.0,1.0,1.0
1,eval_20260818T093112183351Z,8,"According to the document, what proportion of global deaths and overall disease burden are caused by major noncommunicable diseases (NCDs)?",10,"[""potassium_intake_chunk_0022""]","[""potassium_intake_chunk_0022"",""sodium_intake_for_adults_and_children_chunk_0023"",""potassium_intake_chunk_0014"",""sodium_intake_for_adults_and_children_chunk_0014"",""sodium_intake_for_adults_and_children_chunk_0031"",""potassium_intake_chunk_0023"",""potassium_intake_chunk_0021"",""sodium_intake_for_adults_and_children_chunk_0022"",""sodium_intake_for_adults_and_children_chunk_0024"",""potassium_intake_chunk_0193""]","[""potassium_intake_chunk_0022""]",[],"[1,2,3,4,6,11,7,5,12,13]","[2,1,3,7,5,4,8,12,6,13]","[0.03252247488101534,0.03252247488101534,0.031746031746031744,0.03055037313432836,0.030536130536130537,0.029709507042253523,0.029631255487269532,0.029273504273504274,0.02904040404040404,0.0273972602739726]",0.1,1.0,1.0,1.0,1.0
1,eval_20260818T093112183351Z,9,Why is controlling elevated blood pressure during childhood considered critical for long-term health outcomes in adulthood?,3,"[""potassium_intake_chunk_0023""]","[""sodium_intake_for_adults_and_children_chunk_0024"",""potassium_intake_chunk_0023"",""potassium_intake_chunk_0194""]","[""potassium_intake_chunk_0023""]",[],"[1,2,4]","[1,2,3]","[0.03278688524590164,0.03225806451612903,0.03149801587301587]",0.3333333333333333,1.0,1.0,0.5,0.6309297535714575
1,eval_20260818T093112183351Z,9,Why is controlling elevated blood pressure during childhood considered critical for long-term health outcomes in adulthood?,5,"[""potassium_intake_chunk_0023""]","[""sodium_intake_for_adults_and_children_chunk_0024"",""potassium_intake_chunk_0023"",""potassium_intake_chunk_0194"",""sodium_intake_for_adults_and_children_chunk_0063"",""potassium_intake_chunk_0055""]","[""potassium_intake_chunk_0023""]",[],"[1,2,4,3,8]","[1,2,3,8,4]","[0.03278688524590164,0.03225806451612903,0.03149801587301587,0.03057889822595705,0.030330882352941176]",0.2,1.0,1.0,0.5,0.6309297535714575
1,eval_20260818T093112183351Z,9,Why is controlling elevated blood pressure during childhood considered critical for long-term health outcomes in adulthood?,10,"[""potassium_intake_chunk_0023""]","[""sodium_intake_for_adults_and_children_chunk_0024"",""potassium_intake_chunk_0023"",""potassium_intake_chunk_0194"",""sodium_intake_for_adults_and_children_chunk_0063"",""potassium_intake_chunk_0055"",""sodium_intake_for_adults_and_children_chunk_0204"",""sodium_intake_for_adults_and_children_chunk_0182"",""guideline_for_the_pharmacological_treatment_of_hypertension_in_adults_chunk_0125"",""sodium_intake_for_adults_and_children_chunk_0061"",""guideline_for_the_pharmacological_treatment_of_hypertension_in_adults_chunk_0015""]","[""potassium_intake_chunk_0023""]",[],"[1,2,4,3,8,5,19,null,6,7]","[1,2,3,8,4,7,6,5,null,null]","[0.03278688524590164,0.03225806451612903,0.03149801587301587,0.03057889822595705,0.030330882352941176,0.030309988518943745,0.027809742999616416,0.015384615384615385,0.015151515151515152,0.014925373134328358]",0.1,1.0,1.0,0.5,0.6309297535714575
1,eval_20260818T093112183351Z,10,Which specific countries are cited as having national dietary recommendations for potassium intake at 120 mmol/day?,3,"[""potassium_intake_chunk_0025""]","[""potassium_intake_chunk_0025"",""potassium_intake_chunk_0067"",""potassium_intake_chunk_0018""]","[""potassium_intake_chunk_0025""]",[],"[1,2,3]","[1,6,5]","[0.03278688524590164,0.03128054740957967,0.03125763125763126]",0.3333333333333333,1.0,1.0,1.0,1.0
